name,city,state,region,highest_degree,control,gender,admission_rate,sat_avg,undergrads,tuition,faculty_salary_avg,loan_default_rate,median_debt,lon,lat
New Mexico State University-Main Campus,Las Cruces,NM,West,Graduate,Public,CoEd,0.696,984,12171,5950,8185,178,18340,-106.7636538,32.3199396
University of New Mexico-Main Campus,Albuquerque,NM,West,Graduate,Public,CoEd,0.4538,1060,20261,6846,8909,129,19576,-106.6055534,35.0853336
University of Nevada-Reno,Reno,NV,West,Graduate,Public,CoEd,0.8388,1081,16330,6610,9880,55,18733,-119.8138027,39.5296329
University of Nevada-Las Vegas,Las Vegas,NV,West,Graduate,Public,CoEd,0.8689,1000,23329,6710,10139,77,19000,-115.1398296,36.1699412
Sierra Nevada College,Incline Village,NV,West,Graduate,Private,CoEd,0.6574,1010,548,29159,5757,60,23000,-119.9526847,39.249683
CUNY York College,Jamaica,NY,Northeast,Graduate,Public,CoEd,0.3713,900,7245,6396,9291,45,9500,-73.7889689,40.702677
CUNY Lehman College,Bronx,NY,Northeast,Graduate,Public,CoEd,0.2891,995,9417,6408,9725,55,10000,-73.8648268,40.8447819
CUNY Hunter College,New York,NY,Northeast,Graduate,Public,CoEd,0.3467,1160,15778,6429,10498,42,10053,-74.0059413,40.7127837
CUNY John Jay College of Criminal Justice,New York,NY,Northeast,Graduate,Public,CoEd,0.3731,970,12758,6359,9820,65,10092,-74.0059413,40.7127837
CUNY Brooklyn College,Brooklyn,NY,Northeast,Graduate,Public,CoEd,0.3533,1085,12925,6536,10073,61,10456,-73.9441579,40.6781784
CUNY Queens College,Queens,NY,Northeast,Graduate,Public,CoEd,0.3982,1090,14842,6507,10200,45,11000,-73.7948516,40.7282239
CUNY Bernard M Baruch College,New York,NY,Northeast,Graduate,Public,CoEd,0.279,1235,14420,6561,11566,40,11000,-74.0059413,40.7127837
CUNY City College,New York,NY,Northeast,Graduate,Public,CoEd,0.3806,1130,12175,6389,10956,57,11551,-74.0059413,40.7127837
Cornell University,Ithaca,NY,Northeast,Graduate,Private,CoEd,0.1419,1422,14195,47286,14170,10,12034.5,-76.5018807,42.4439614
College of Staten Island CUNY,Staten Island,NY,Northeast,Graduate,Public,CoEd,0.9427,1005,12944,6458,9631,79,14666,-74.1502007,40.5795317
SUNY College of Technology at Alfred,Alfred,NY,Northeast,Bachelor,Public,CoEd,0.5424,982,3607,7646,5919,86,14750,-77.7905509,42.2542366
Hamilton College,Clinton,NY,Northeast,Bachelor,Private,CoEd,0.2635,1393,1890,47820,11538,21,15300,-75.3785034,43.0484029
SUNY College at Old Westbury,Old Westbury,NY,Northeast,Graduate,Public,CoEd,0.6235,995,4173,7323,8171,77,15609.5,-73.5995717,40.7887113
Farmingdale State College,Farmingdale,NY,Northeast,Bachelor,Public,CoEd,0.4665,982,7768,7483,8123,50,15958.5,-73.4454009,40.7325997
Colgate University,Hamilton,NY,Northeast,Graduate,Private,CoEd,0.2624,1369,2865,48175,11203,26,16114.5,-75.5446238,42.8270136
Vassar College,Poughkeepsie,NY,Northeast,Bachelor,Private,CoEd,0.2354,1403,2389,49570,11101,3,16725,-73.9209701,41.7003713
Barnard College,New York,NY,Northeast,Bachelor,Private,Women,0.2377,1343,2556,46040,12043,8,16725,-74.0059413,40.7127837
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,Northeast,Bachelor,Public,CoEd,0.7334,877,2512,7609,6496,87,17492,-74.4854172,42.677853
SUNY Polytechnic Institute,Utica,NY,Northeast,Graduate,Public,CoEd,0.561,1099,1890,7420,9653,46,17500,-75.232664,43.100903
Cooper Union for the Advancement of Science and Art,New York,NY,Northeast,Graduate,Private,CoEd,0.1506,1388,852,41400,12073,83,18250,-74.0059413,40.7127837
Yeshiva University,New York,NY,Northeast,Graduate,Private,CoEd,0.818,1221,2814,38730,8233,17,19000,-74.0059413,40.7127837
Stony Brook University,Stony Brook,NY,Northeast,Graduate,Public,CoEd,0.4134,1254,16170,8430,10681,29,19351,-73.1409429,40.9256538
State University of New York at New Paltz,New Paltz,NY,Northeast,Graduate,Public,CoEd,0.4193,1122,6464,7418,6851,28,19500,-74.0868095,41.7475933
Skidmore College,Saratoga Springs,NY,Northeast,Graduate,Private,CoEd,0.3734,1241,2612,47464,9232,23,19500,-73.7845651,43.0831301
University at Buffalo,Buffalo,NY,Northeast,Graduate,Public,CoEd,0.5781,1165,19488,8870,10135,31,19500,-78.8783689,42.8864468
Morrisville State College,Morrisville,NY,Northeast,Bachelor,Public,CoEd,0.5619,895,2728,7689,5872,137,20000,-75.6401825,42.8986791
SUNY at Binghamton,Vestal,NY,Northeast,Graduate,Public,CoEd,0.4406,1287,13372,8620,9201,29,20000,-76.053575,42.0855898
SUNY College of Environmental Science and Forestry,Syracuse,NY,Northeast,Graduate,Public,CoEd,0.5113,1193,1718,7398,8340,21,20450,-76.1474244,43.0481221
SUNY College at Geneseo,Geneseo,NY,Northeast,Graduate,Public,CoEd,0.5913,1221,5497,7774,7272,20,20500,-77.816947,42.795896
Davis College,Johnson City,NY,Northeast,Bachelor,Private,CoEd,0.4779,954,252,12640,4894,72,21000,-75.9588092,42.1156308
SUNY at Albany,Albany,NY,Northeast,Graduate,Public,CoEd,0.5584,1098,12659,8302,9208,46,21489.5,-73.7562317,42.6525793
SUNY College at Brockport,Brockport,NY,Northeast,Graduate,Public,CoEd,0.4895,1056,6951,7562,7291,37,21500,-77.9391797,43.2136713
SUNY Buffalo State,Buffalo,NY,Northeast,Graduate,Public,CoEd,0.6155,939,9185,7347,7526,79,21500,-78.8783689,42.8864468
Roberts Wesleyan College,Rochester,NY,Northeast,Graduate,Private,CoEd,0.6875,1059,1335,28068,6299,40,21946.5,-77.6109219,43.16103
SUNY College at Plattsburgh,Plattsburgh,NY,Northeast,Graduate,Public,CoEd,0.4786,1031,5430,7517,6936,56,22000,-73.4529124,44.6994873
Saint Joseph's College-New York,Brooklyn,NY,Northeast,Graduate,Private,CoEd,0.7073,1031,3985,22830,8718,40,22143.5,-73.9441579,40.6781784
The College of New Rochelle,New Rochelle,NY,Northeast,Graduate,Private,CoEd,0.3853,958,3075,32300,8213,115,22175,-73.7823549,40.9114882
SUNY Oneonta,Oneonta,NY,Northeast,Graduate,Public,CoEd,0.4988,1086,5803,7568,6595,31,22500,-75.0637746,42.4528571
SUNY College at Oswego,Oswego,NY,Northeast,Graduate,Public,CoEd,0.4837,1106,7102,7581,6865,51,22500,-76.5104973,43.4553461
SUNY at Purchase College,Purchase,NY,Northeast,Graduate,Public,CoEd,0.4082,1095,3925,7933,7230,51,22844,-73.7144477,41.0400135
Marymount Manhattan College,New York,NY,Northeast,Bachelor,Private,CoEd,0.735,1065,1831,27636,8200,70,23000,-74.0059413,40.7127837
Columbia University in the City of New York,New York,NY,Northeast,Graduate,Private,CoEd,0.0695,1470,8100,51008,16831,17,23000,-74.0059413,40.7127837
St. Thomas Aquinas College,Sparkill,NY,Northeast,Graduate,Private,CoEd,0.8082,958,1147,27630,8603,43,23250,-73.9282607,41.0299672
The King<cd>s College,New York,NY,Northeast,Bachelor,Private,CoEd,0.7039,1127,482,32300,9023,24,23250,-74.0059413,40.7127837
New York University,New York,NY,Northeast,Graduate,Private,CoEd,0.3545,1344,24539,46170,13314,20,23300,-74.0059413,40.7127837
Hofstra University,Hempstead,NY,Northeast,Graduate,Private,CoEd,0.6161,1147,6803,38900,13033,42,23500,-73.6187397,40.7062128
New York Institute of Technology,Old Westbury,NY,Northeast,Graduate,Private,CoEd,0.6403,1069,4160,32180,11534,48,24187.5,-73.5995717,40.7887113
The New School,New York,NY,Northeast,Graduate,Private,CoEd,0.659,1117,6695,41870,10134,47,24384,-74.0059413,40.7127837
SUNY at Fredonia,Fredonia,NY,Northeast,Graduate,Public,CoEd,0.5322,1056,4900,7741,6906,47,24750,-79.3317105,42.4400576
St Francis College,Brooklyn Heights,NY,Northeast,Graduate,Private,CoEd,0.7704,935,2661,22300,8931,92,24774,-73.9932872,40.6960105
Saint John Fisher College,Rochester,NY,Northeast,Graduate,Private,CoEd,0.6791,1091,2834,29550,8579,35,24980,-77.6109219,43.16103
Medaille College,Buffalo,NY,Northeast,Graduate,Private,CoEd,0.619,840,1914,25002,5212,78,25000,-78.8783689,42.8864468
Nyack College,Nyack,NY,Northeast,Graduate,Private,CoEd,0.9936,909,1695,23800,6520,91,25000,-73.9179146,41.0906519
Canisius College,Buffalo,NY,Northeast,Graduate,Private,CoEd,0.8023,1085,2736,34000,7622,37,25000,-78.8783689,42.8864468
Niagara University,Niagara University,NY,Northeast,Graduate,Private,CoEd,0.6586,1040,3130,29060,7899,70,25000,-79.0353197,43.1365152
Adelphi University,Garden City,NY,Northeast,Graduate,Private,CoEd,0.7242,1092,5036,32340,11626,32,25000,-73.6342954,40.7267682
Pace University-New York,New York,NY,Northeast,Graduate,Private,CoEd,0.8499,1054,8163,39697,11763,46,25000,-74.0059413,40.7127837
Fordham University,Bronx,NY,Northeast,Graduate,Private,CoEd,0.4812,1254,8485,45623,13033,24,25000,-73.8648268,40.8447819
Iona College,New Rochelle,NY,Northeast,Graduate,Private,CoEd,0.867,1022,3052,34030,9154,48,25400,-73.7823549,40.9114882
LIU Post,Brookville,NY,Northeast,Graduate,Private,CoEd,0.8302,950,3774,34852,10890,59,25499,-73.5673482,40.8131553
Houghton College,Houghton,NY,Northeast,Graduate,Private,CoEd,0.9381,1121,1010,28556,5907,33,25500,-78.1572319,42.4233981
D'Youville College,Buffalo,NY,Northeast,Graduate,Private,CoEd,0.6879,1035,1796,23562,6320,65,25500,-78.8783689,42.8864468
St John's University-New York,Queens,NY,Northeast,Graduate,Private,CoEd,0.6252,1107,10878,38680,11847,65,25910,-73.7948516,40.7282239
Mount Saint Mary College,Newburgh,NY,Northeast,Graduate,Private,CoEd,0.8862,1011,2096,27312,8442,38,25941.5,-74.0104178,41.5034271
Concordia College-New York,Bronxville,NY,Northeast,Graduate,Private,CoEd,0.7477,872,886,28775,5820,84,26000,-73.8320784,40.9381544
Manhattan College,Riverdale,NY,Northeast,Graduate,Private,CoEd,0.6654,1097,3471,37188,9825,26,26000,-73.9109977,40.8940853
Albany College of Pharmacy and Health Sciences,Albany,NY,Northeast,Graduate,Private,CoEd,0.674,1165,1076,30131,8635,6,26144,-73.7562317,42.6525793
Le Moyne College,Syracuse,NY,Northeast,Graduate,Private,CoEd,0.6595,1071,2728,31340,8884,41,26248.5,-76.1474244,43.0481221
LIM College,New York,NY,Northeast,Graduate,Private,CoEd,0.7421,914,1548,24225,5594,57,26335,-74.0059413,40.7127837
SUNY Maritime College,Throggs Neck,NY,Northeast,Graduate,Public,CoEd,0.5265,1106,1624,7446,6944,51,26500,-73.8213213,40.818399
Pratt Institute-Main,Brooklyn,NY,Northeast,Graduate,Private,CoEd,0.5299,1141,3232,44804,9737,40,26691,-73.9441579,40.6781784
School of Visual Arts,New York,NY,Northeast,Graduate,Private,CoEd,0.7677,1029,3577,33560,4285,61,27000,-74.0059413,40.7127837
Elmira College,Elmira,NY,Northeast,Graduate,Private,CoEd,0.8221,1073,1318,38150,5193,43,27000,-76.8077338,42.0897965
Alfred University,Alfred,NY,Northeast,Graduate,Private,CoEd,0.6944,1064,1842,26026,6406,54,27000,-77.7905509,42.2542366
St Bonaventure University,Saint Bonaventure,NY,Northeast,Graduate,Private,CoEd,0.7043,1066,1735,30466,6500,44,27000,-78.4750213,42.0803426
Wells College,Aurora,NY,Northeast,Bachelor,Private,CoEd,0.5659,1053,525,36700,6980,73,27000,-76.7024485,42.7539591
College of Mount Saint Vincent,Bronx,NY,Northeast,Graduate,Private,CoEd,0.9521,931,1671,31290,7255,50,27000,-73.8648268,40.8447819
Dominican College of Blauvelt,Orangeburg,NY,Northeast,Graduate,Private,CoEd,0.6281,872,1483,25702,7811,62,27000,-73.9495818,41.0464858
Siena College,Loudonville,NY,Northeast,Graduate,Private,CoEd,0.6586,1127,3085,32293,8171,24,27000,-73.7548424,42.7048009
Molloy College,Rockville Centre,NY,Northeast,Graduate,Private,CoEd,0.754,1072,3293,26850,9026,39,27000,-73.6412406,40.6587138
Rochester Institute of Technology,Rochester,NY,Northeast,Graduate,Private,CoEd,0.5747,1240,12635,35768,9711,42,27000,-77.6109219,43.16103
Clarkson University,Potsdam,NY,Northeast,Graduate,Private,CoEd,0.6214,1195,3130,42530,10296,28,27000,-74.9813084,44.6697805
Syracuse University,Syracuse,NY,Northeast,Graduate,Private,CoEd,0.5323,1184,14768,41886,11147,33,27000,-76.1474244,43.0481221
Rensselaer Polytechnic Institute,Troy,NY,Northeast,Graduate,Private,CoEd,0.375,1372,5557,47908,12092,18,27500,-73.6917851,42.7284117
Wilberforce University,Wilberforce,OH,Midwest,Graduate,Private,CoEd,0.3754,735,364,15140,4689,132,18786,-83.8777063,39.716171
Aultman College of Nursing and Health Sciences,Canton,OH,Midwest,Associate,Private,CoEd,0.75,1085,356,19263,6037,36,19000,-81.378447,40.7989473
Mount Carmel College of Nursing,Columbus,OH,Midwest,Graduate,Private,CoEd,0.7389,1030,926,12016,6971,27,19000,-82.9987942,39.9611755
Kenyon College,Gambier,OH,Midwest,Bachelor,Private,CoEd,0.2506,1332,1651,47330,8416,9,19000,-82.3971038,40.3756194
The Christ College of Nursing and Health Sciences,Cincinnati,OH,Midwest,Associate,Private,CoEd,0.7568,947,712,20031,6612,23,20000,-84.5120196,39.1031182
Ohio University-Main Campus,Athens,OH,Midwest,Graduate,Public,CoEd,0.7427,1106,23390,10602,8569,111,21250,-82.1012554,39.3292396
Ohio State University-Main Campus,Columbus,OH,Midwest,Graduate,Public,CoEd,0.5296,1292,43733,10037,11461,51,21959.5,-82.9987942,39.9611755
Cleveland State University,Cleveland,OH,Midwest,Graduate,Public,CoEd,0.8421,1014,11308,9686,8677,82,22656,-81.6943605,41.49932
University of Cincinnati-Main Campus,Cincinnati,OH,Midwest,Graduate,Public,CoEd,0.7578,1165,23795,11000,9379,80,23100,-84.5120196,39.1031182
Franciscan University of Steubenville,Steubenville,OH,Midwest,Graduate,Private,CoEd,0.7792,1183,2065,23930,7458,26,23316.5,-80.6339638,40.3697905
The University of Findlay,Findlay,OH,Midwest,Graduate,Private,CoEd,0.7197,1035,2767,30640,6537,25,23734,-83.6499321,41.04422
Good Samaritan College of Nursing and Health Science,Cincinnati,OH,Midwest,Bachelor,Private,CoEd,0.7885,910,353,19420,6104,48,23750,-84.5120196,39.1031182
University of Toledo,Toledo,OH,Midwest,Graduate,Public,CoEd,0.9473,1031,15182,9463,8096,107,24000,-83.555212,41.6639383
Case Western Reserve University,Cleveland,OH,Midwest,Graduate,Private,CoEd,0.3831,1375,4807,43158,10401,12,24250,-81.6943605,41.49932
Cedarville University,Cedarville,OH,Midwest,Graduate,Private,CoEd,0.7449,1187,3082,26420,7032,20,24994,-83.8085372,39.7442268
Malone University,Canton,OH,Midwest,Graduate,Private,CoEd,0.7174,1045,1496,26416,6337,66,25000,-81.378447,40.7989473
Miami University-Oxford,Oxford,OH,Midwest,Graduate,Public,CoEd,0.6584,1240,15454,14287,8677,123,25000,-84.745231,39.5069974
Kent State University at Kent,Kent,OH,Midwest,Graduate,Public,CoEd,0.8438,1050,22530,10012,8482,119,25997,-81.3578859,41.1536674
Bowling Green State University-Main Campus,Bowling Green,OH,Midwest,Graduate,Public,CoEd,0.5337,1012,13697,10726,8221,96,26000,-83.6513229,41.3747744
The College of Wooster,Wooster,OH,Midwest,Bachelor,Private,CoEd,0.5909,1229,2029,43350,8279,25,26000,-81.935143,40.8050565
University of Dayton,Dayton,OH,Midwest,Graduate,Private,CoEd,0.5901,1194,8305,37230,8506,19,26000,-84.1916069,39.7589478
University of Akron Main Campus,Akron,OH,Midwest,Graduate,Public,CoEd,0.9571,1050,18148,10260,9132,125,26000,-81.5190053,41.0814447
Oberlin College,Oberlin,OH,Midwest,Graduate,Private,CoEd,0.3272,1349,2961,48682,10298,22,26000,-82.2173786,41.2939386
Cincinnati Christian University,Cincinnati,OH,Midwest,Graduate,Private,CoEd,0.5851,969,602,15266,5265,54,26350,-84.5120196,39.1031182
Ohio Christian University,Circleville,OH,Midwest,Graduate,Private,CoEd,0.654,930,3306,17720,1451,161,26736,-82.9460133,39.600618
Mount Vernon Nazarene University,Mount Vernon,OH,Midwest,Graduate,Private,CoEd,0.7598,1046,1706,24650,6203,42,26769,-82.4857181,40.3933956
Art Academy of Cincinnati,Cincinnati,OH,Midwest,Graduate,Private,CoEd,0.2434,961,201,26376,4363,177,27000,-84.5120196,39.1031182
Notre Dame College,Cleveland,OH,Midwest,Graduate,Private,CoEd,0.895,937,1820,26844,5021,86,27000,-81.6943605,41.49932
Hiram College,Hiram,OH,Midwest,Graduate,Private,CoEd,0.6208,1004,1217,30290,5440,81,27000,-81.1437098,41.3125552
Bluffton University,Bluffton,OH,Midwest,Graduate,Private,CoEd,0.5603,1029,896,29316,5792,54,27000,-83.8888288,40.8953301
Defiance College,Defiance,OH,Midwest,Graduate,Private,CoEd,0.6469,975,801,29916,5797,76,27000,-84.3557802,41.2844933
Columbus College of Art and Design,Columbus,OH,Midwest,Graduate,Private,CoEd,0.8864,1044,1193,30390,6286,79,27000,-82.9987942,39.9611755
Lake Erie College,Painesville,OH,Midwest,Graduate,Private,CoEd,0.6936,966,761,28354,6453,71,27000,-81.245657,41.7244885
Marietta College,Marietta,OH,Midwest,Graduate,Private,CoEd,0.6946,1105,1336,33140,6618,21,27000,-81.4548436,39.415352
Ashland University,Ashland,OH,Midwest,Graduate,Private,CoEd,0.7257,1048,3227,19852,6850,34,27000,-82.3182178,40.8686675
Otterbein University,Westerville,OH,Midwest,Graduate,Private,CoEd,0.7531,1094,2271,31442,7066,44,27000,-82.9290696,40.1261743
University of Mount Union,Alliance,OH,Midwest,Graduate,Private,CoEd,0.7355,1057,2144,27990,7690,42,27000,-81.1059309,40.9153362
Youngstown State University,Youngstown,OH,Midwest,Graduate,Public,CoEd,0.833,985,10695,8317,8023,174,27000,-80.6495194,41.0997803
Xavier University,Cincinnati,OH,Midwest,Graduate,Private,CoEd,0.7315,1113,4464,33960,8299,27,27000,-84.5120196,39.1031182
John Carroll University,University Heights,OH,Midwest,Graduate,Private,CoEd,0.8291,1116,3069,35800,8367,42,27000,-81.5373456,41.4978306
Ohio Northern University,Ada,OH,Midwest,Graduate,Private,CoEd,0.6859,1180,2234,28050,8435,25,27000,-83.8227148,40.7694969
Capital University,Columbus,OH,Midwest,Graduate,Private,CoEd,0.7274,1100,2636,32190,8884,46,27000,-82.9987942,39.9611755
Muskingum University,New Concord,OH,Midwest,Graduate,Private,CoEd,0.7644,1009,1598,24676,9573,59,27000,-81.7340168,39.9936837
Wilmington College,Wilmington,OH,Midwest,Graduate,Private,CoEd,0.9537,970,1196,29120,5640,71,27058,-83.8285375,39.4453393
Ursuline College,Pepper Pike,OH,Midwest,Graduate,Private,Women,0.6551,1014,694,27700,5901,57,28000,-81.4637295,41.4783865
Mount Saint Joseph University,Cincinnati,OH,Midwest,Graduate,Private,CoEd,0.8762,1005,1463,26850,6572,59,28000,-84.5120196,39.1031182
Walsh University,North Canton,OH,Midwest,Graduate,Private,CoEd,0.8068,1043,2257,26650,6681,60,28000,-81.4023356,40.875891
Ohio Dominican University,Columbus,OH,Midwest,Graduate,Private,CoEd,0.4657,1005,1350,29430,6857,72,28713,-82.9987942,39.9611755
Cleveland Institute of Art,Cleveland,OH,Midwest,Bachelor,Private,CoEd,0.6699,1048,551,37565,5575,117,29000,-81.6943605,41.49932
Heidelberg University,Tiffin,OH,Midwest,Graduate,Private,CoEd,0.7506,1027,1096,27480,6190,78,29000,-83.1779746,41.1144992
Lourdes University,Sylvania,OH,Midwest,Graduate,Private,CoEd,0.6455,950,1449,18353,6199,109,30500,-83.7129935,41.7189392
Central State University,Wilberforce,OH,Midwest,Graduate,Public,CoEd,0.3772,804,1728,6246,6438,195,39793,-83.8777063,39.716171
Northwestern Oklahoma State University,Alva,OK,South,Graduate,Public,CoEd,0.6623,930,1876,5843,5389,133,14290,-98.6664737,36.8050308
Southeastern Oklahoma State University,Durant,OK,South,Graduate,Public,CoEd,0.7867,970,3372,5688,7144,158,15864,-96.3971233,33.9924186
Rogers State University,Claremore,OK,South,Bachelor,Public,CoEd,0.7701,850,3611,5725,5515,133,16000,-95.61609,36.3125963
Southwestern Oklahoma State University,Weatherford,OK,South,Graduate,Public,CoEd,0.8526,1010,4051,5820,6686,154,16675,-98.7075744,35.5261633
Northeastern State University,Tahlequah,OK,South,Graduate,Public,CoEd,0.7501,1009,6914,5285,5840,138,17750,-94.969956,35.91537
East Central University,Ada,OK,South,Graduate,Public,CoEd,0.9719,1005,3636,5599,5526,148,18010,-96.6783449,34.774531
Oklahoma Panhandle State University,Goodwell,OK,South,Bachelor,Public,CoEd,0.595,910,1136,7137,4792,113,18187,-101.6365504,36.5953038
Hillsdale Free Will Baptist College,Moore,OK,South,Bachelor,Private,CoEd,0.5313,940,226,11980,3496,160,19000,-97.4867028,35.3395079
University of Oklahoma-Norman Campus,Norman,OK,South,Graduate,Public,CoEd,0.8133,1189,20538,9495,9535,38,19500,-97.4394777,35.2225668
Oklahoma State University-Main Campus,Stillwater,OK,South,Graduate,Public,CoEd,0.7495,1137,20636,7442,8488,62,20083.5,-97.0583681,36.1156071
Oklahoma Wesleyan University,Bartlesville,OK,South,Graduate,Private,CoEd,0.627,999,1153,23180,5080,46,21276.5,-95.9808179,36.7473114
University of Central Oklahoma,Edmond,OK,South,Graduate,Public,CoEd,0.9032,990,14728,5806,6874,87,21325,-97.4780954,35.6528323
University of Science and Arts of Oklahoma,Chickasha,OK,South,Bachelor,Public,CoEd,0.6755,1039,845,6270,5607,135,22274,-97.9364326,35.052565
Oklahoma City University,Oklahoma City,OK,South,Graduate,Private,CoEd,0.6777,1165,1793,30726,7055,48,23835,-97.5164276,35.4675602
Oklahoma Christian University,Edmond,OK,South,Graduate,Private,CoEd,0.6401,1127,1938,19120,5870,71,24500,-97.4780954,35.6528323
Southwestern Christian University,Bethany,OK,South,Graduate,Private,CoEd,0.8088,981,774,12470,4599,178,25000,-97.6322639,35.5186678
Oklahoma Baptist University,Shawnee,OK,South,Graduate,Private,CoEd,0.6048,1171,1824,22800,6324,87,26000,-96.9253004,35.3272928
University of Tulsa,Tulsa,OK,South,Graduate,Private,CoEd,0.4026,1296,3441,35855,9905,41,26000,-95.992775,36.1539816
Bacone College,Muskogee,OK,South,Bachelor,Private,CoEd,0.4296,845,939,14050,4256,123,26350,-95.3696909,35.7478769
Oral Roberts University,Tulsa,OK,South,Graduate,Private,CoEd,0.7976,1010,2947,23410,7336,54,27000,-95.992775,36.1539816
Reed College,Portland,OR,West,Graduate,Private,CoEd,0.3873,1383,1335,47760,10152,24,16000,-122.6764815,45.5230622
University of Oregon,Eugene,OR,West,Graduate,Public,CoEd,0.749,1116,20252,9918,9390,46,21500,-123.0867536,44.0520691
George Fox University,Newberg,OR,West,Graduate,Private,CoEd,0.7776,1081,2494,31866,7096,22,22000,-122.9731565,45.3001178
Eastern Oregon University,La Grande,OR,West,Graduate,Public,CoEd,0.6418,948,2997,7440,6145,80,22466,-118.0877188,45.3245771
Oregon State University,Corvallis,OR,West,Graduate,Public,CoEd,0.7776,1112,22925,9122,9055,39,23000,-123.2620435,44.5645659
Southern Oregon University,Ashland,OR,West,Graduate,Public,CoEd,0.7737,1029,4397,7701,7134,64,23334,-122.7094767,42.1945758
Portland State University,Portland,OR,West,Graduate,Public,CoEd,0.6933,1030,19662,7794,8121,51,23368.5,-122.6764815,45.5230622
Multnomah University,Portland,OR,West,Graduate,Private,CoEd,0.5667,1047,418,22100,5091,17,23500,-122.6764815,45.5230622
Willamette University,Salem,OR,West,Graduate,Private,CoEd,0.8131,1209,2009,44076,9545,31,23500,-123.0350963,44.9428975
Northwest Christian University,Eugene,OR,West,Graduate,Private,CoEd,0.7191,987,492,26180,5119,18,23750,-123.0867536,44.0520691
Western Oregon University,Monmouth,OR,West,Graduate,Public,CoEd,0.8874,1001,4923,9105,6444,71,24500,-123.2339888,44.8484524
University of Portland,Portland,OR,West,Graduate,Private,CoEd,0.6293,1195,3648,40424,7817,15,24906,-122.6764815,45.5230622
Corban University,Salem,OR,West,Graduate,Private,CoEd,0.3738,1016,924,28640,5349,25,25000,-123.0350963,44.9428975
Linfield College-McMinnville Campus,McMinnville,OR,West,Bachelor,Private,CoEd,0.9377,1083,1643,37416,6760,36,25000,-123.1987163,45.2101162
Concordia University-Portland,Portland,OR,West,Graduate,Private,CoEd,0.5262,1037,1243,27420,7612,31,25000,-122.6764815,45.5230622
Oregon Institute of Technology,Klamath Falls,OR,West,Graduate,Public,CoEd,0.5984,1044,3457,8445,7236,30,25322.5,-121.7816704,42.224867
Pacific University,Forest Grove,OR,West,Graduate,Private,CoEd,0.8045,1090,1802,38510,7572,23,26604,-123.1106631,45.5198364
Valley Forge Military College,Wayne,PA,Northeast,Associate,Private,CoEd,0.9673,800,322,25466,4683,173,12000,-75.3698895,40.0415996
Haverford College,Haverford,PA,Northeast,Bachelor,Private,CoEd,0.2469,1422,1187,47214,9832,7,14000,-75.3208107,40.0022406
Manor College,Jenkintown,PA,Northeast,Associate,Private,CoEd,0.5376,758,749,16070,5075,124,17500,-75.1251743,40.0959438
Summit University of Pennsylvania,Clarks Summit,PA,Northeast,Graduate,Private,CoEd,0.8649,1004,570,20250,5800,41,17772,-75.7085248,41.4886892
Swarthmore College,Swarthmore,PA,Northeast,Bachelor,Private,CoEd,0.1702,1433,1530,46060,12156,16,18100,-75.3499123,39.9020565
Lancaster Bible College,Lancaster,PA,Northeast,Graduate,Private,CoEd,0.5946,996,1336,18800,5355,57,18750,-76.3055144,40.0378755
University of Pennsylvania,Philadelphia,PA,Northeast,Graduate,Private,CoEd,0.1037,1452,10678,47668,15855,11,21500,-75.1652215,39.9525839
Bryn Athyn College of the New Church,Bryn Athyn,PA,Northeast,Bachelor,Private,CoEd,0.5802,900,271,18609,7156,151,22294.5,-75.0673938,40.1314988
Mount Aloysius College,Cresson,PA,Northeast,Graduate,Private,CoEd,0.7398,913,1565,20790,6241,101,23508,-78.5916837,40.4597938
West Chester University of Pennsylvania,West Chester,PA,Northeast,Graduate,Public,CoEd,0.5348,1079,13610,9144,9185,38,23875,-75.6054882,39.9606643
East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,Northeast,Graduate,Public,CoEd,0.8146,954,6125,9376,9371,52,24250,-75.1812913,40.9995386
La Roche College,Pittsburgh,PA,Northeast,Graduate,Private,CoEd,0.9394,926,1269,25500,6062,70,25000,-79.9958864,40.4406248
California University of Pennsylvania,California,PA,Northeast,Graduate,Public,CoEd,0.8967,934,6031,9556,9645,74,25000,-79.8917139,40.0656291
Shippensburg University of Pennsylvania,Shippensburg,PA,Northeast,Graduate,Public,CoEd,0.8313,981,6246,9774,9792,54,25000,-77.5202647,40.0506453
Bryn Mawr College,Bryn Mawr,PA,Northeast,Graduate,Private,Women,0.4047,1313,1303,45540,10521,22,25000,-75.3151772,40.0230237
Lehigh University,Bethlehem,PA,Northeast,Graduate,Private,CoEd,0.3427,1326,5034,44890,12676,11,25000,-75.3704579,40.6259316
Lafayette College,Easton,PA,Northeast,Bachelor,Private,CoEd,0.2975,1300,2471,46385,11146,8,25185,-75.2207323,40.688432
Slippery Rock University of Pennsylvania,Slippery Rock,PA,Northeast,Graduate,Public,CoEd,0.6597,999,7529,9309,9650,44,25250,-80.0564468,41.0639506
Carnegie Mellon University,Pittsburgh,PA,Northeast,Graduate,Private,CoEd,0.246,1436,5819,49022,11357,7,25250,-79.9958864,40.4406248
Millersville University of Pennsylvania,Millersville,PA,Northeast,Graduate,Public,CoEd,0.6871,1012,7070,10268,9696,58,25500,-76.3541274,39.9978764
